m,g,z,target
3.8934550065630664,2.371795368015696,1.5417335836574333,14.237105708320902
2.3245781436231,3.1328593283269046,3.657041788824106,26.632685938664473
3.610682678233699,1.185737313275054,3.3396887304237546,14.298280089416354
3.0268620196725884,1.126034786494241,1.2225257589688892,4.166798027696304
4.929280509999254,4.244603394790177,4.713775454509966,98.62557333856996
2.52336176180196,4.453276039953506,4.317222774076038,48.513610050862816
4.7386074198550165,4.075280892335137,4.631529338901295,89.44018685305004
2.157364863425796,1.7242659015093795,2.651497156503264,9.863226507033348
2.5315207834282543,4.808906971697088,4.679986590387728,56.97344513332448
3.006279857755153,1.1525516272681244,1.8443587927197704,6.39050539468448
3.6371052904462715,2.1779396771897517,4.120604469131017,32.64093943868984
1.8146467037999718,3.368475806668439,4.180552300539311,25.554016899792842
4.923075571469974,2.0181141309280357,4.332958178976096,43.049362358045656
4.859747746504185,4.095347639280675,4.881478092192518,97.15291704808794
3.5464144543971696,2.149126152867535,1.1412720874794338,8.698424399284278
2.7988434896332537,3.864902335145694,1.4377000169810685,15.551970197048233
3.128914121605975,1.6875516697748814,1.0415439304579843,5.499564688685027
3.5224564938837704,2.915444111307504,1.0046770839217638,10.317556472890416
3.5969672649929176,1.1397101962178424,3.756447280406317,15.399556630402909
4.612555401016438,1.2151366156827565,4.772368530132224,26.74857659639895
3.5940780690173066,3.329985917397008,3.731996479686899,44.66538982412903
4.940231104553746,2.9238217258518984,3.550015056618709,51.2776778546399
3.7577783374018936,4.71157012393801,4.340727678562288,76.8527404527261
3.1552275087047708,4.42911962518451,4.527942254321343,63.277450016594415
1.5920097086508305,3.090787037855748,2.2767331322187907,11.202808746698306
3.7609756334953697,4.432834734644254,4.482827097018506,74.73672249011614
2.915650471226048,3.188925462140305,2.474217256730106,23.004757481191916
1.0334578247633974,3.997169869875824,2.1483519183457864,8.874640858519872
1.7807851492123716,3.6482545328112423,3.9919991029109494,25.935050082197293
4.037051895844788,1.84796491459571,4.900948235004341,36.56269242972228
4.343194982017615,1.154213692528165,3.1163885542065755,15.622378278899898
4.395389879743401,2.96267217818336,3.315067713143293,43.16914097656003
3.3686753968238685,2.1882193821363125,4.7516139926774965,35.02605116532144
4.368575708071333,3.1961395864345077,3.016383147563307,42.11648424246433
2.9370336563485018,2.9400208309225375,4.844210470996446,41.82946739797699
3.143570607665765,1.2210470416176218,1.9680202820977257,7.554142710082527
4.584387326576186,4.140255006718215,4.957725020457111,94.10026128136296
4.8142102204112724,1.2631107108081312,2.832806378320461,17.225957047744394
4.7134065445671345,4.895878871691991,2.4314815910164227,56.10951965267875
3.5405584512489656,3.092379334617104,3.690341150596288,40.40462188893329
3.137904450173867,1.3561724911249158,1.3091594911199698,5.571180181683514
1.2916390345583677,2.3748535154133514,2.900259167819152,8.896410140645965
4.320479304120505,1.8898392337660788,2.849051566000463,23.262538223842448
1.044238577558544,3.385962731701665,4.8661768361321585,17.205598892473358
4.268299014714919,2.3106945287922094,2.8722585108493455,28.328325062590693
1.3745393676257875,1.9194698883026717,2.4027084668439556,6.33927460697811
3.2388488392261645,3.9842854773216247,3.5116277141029184,45.315794194750495
4.312162330660397,4.922127191236813,4.059274215757858,86.15814175187131
4.085499932631382,4.025097749898073,3.2757951101912206,53.86893253792129
3.048215924928808,2.4983399505791355,3.7570298201121055,28.611584038973184
2.122699676091303,1.1681358460187279,1.1340480763266667,2.8119874040948476
2.389070811702629,4.968817322804142,3.1837921702059955,37.79433977009912
3.7290092204775114,4.98368425648219,1.1246136185750308,20.900049520983263
3.3943431199580916,3.0692070075768485,3.261417823175706,33.97726070823087
1.4315184344547727,1.9693943544411447,1.8020515516537228,5.080387565890837
3.841336333399749,3.2490437345852983,1.6780059190918464,20.942637708802692
2.042342589151521,3.1354966155316455,3.3166884286507803,21.239270974020965
4.27270372004382,1.0422469637666278,1.6862413849447453,7.509191178531272
1.3566029346392416,3.38903672048676,4.472585888331043,20.563058729068526
1.4869053388838136,3.008154890710962,3.343888952809748,14.956685504186806
1.820223628039864,2.8644392175524933,4.747851647504927,24.754918400224394
3.532002541777876,4.202850958450419,4.947868709506612,73.44853942672991
4.585625827412592,2.8082293524252036,3.94117098090569,50.75238614203804
1.7745397428987433,2.205020976629769,1.6057692590272241,6.283210289527094
2.262851207985438,2.8330135509645156,3.4061553621164005,21.83579976942581
3.4924162035087747,2.255263224721219,4.718526849770088,37.16461715437397
1.2230676734194437,1.6480577571079813,3.1774282533816818,6.404698175854557
4.734614233190362,3.308887196357629,4.686837393556884,73.42542135526756
3.4107232947859067,4.5122372195705225,1.1526298061230067,17.73896418261056
4.636866651274709,4.686108530035556,4.697517190134753,102.07169509684614
2.851682043479071,1.074766752251528,1.9155064082809625,5.870822274760399
2.555513290900867,1.4349642515912424,2.782719778719559,10.204428822546195
4.303378611481047,2.209214167578673,2.690217339028727,25.57612490238508
3.7055007884816282,1.9871248336429215,2.212937481994854,16.294506269250945
2.6302649829311076,2.881477561743875,2.0000004116723344,15.158102179598258
3.3353239320897465,1.9815991672660695,4.83593212583502,31.96200591219962
1.6354906881881455,1.0033273558622322,4.159053361779928,6.824726029036967
2.1179146092761454,2.0100668929120498,4.17963328060837,17.793325979872634
2.0604422864207086,4.908023489586766,2.635273552622641,26.649728591091915
1.6673476792083428,2.146834733985753,3.29887804281979,11.80839963940527
2.5727479352922646,3.3583204545982217,1.1201585959481806,9.67829574424894
3.0558560527125906,3.12437975742117,3.5555213997801456,33.946890933116286
2.0021491100268394,3.63175006818004,2.818385702743577,20.493342522525904
3.3679404510619717,1.5029650159720496,4.900546291162831,24.806058971154087
3.9217632551311605,1.3266060145716398,4.493040771684267,23.375649926050087
3.6122794444764117,2.7968818924292695,4.591767047394432,46.39116875615515
1.0416437887760495,4.482486671134611,3.4242665950945725,15.988429436720766
4.849752320594387,4.743042097334106,4.384337331071963,100.85106765426248
3.297877010401875,2.217677744262948,4.204139512963197,30.74751434676941
4.588872529062786,2.3214763901369726,3.6211740792630325,38.57621984404003
2.946207972783044,2.51143116445179,4.3152301682108,31.92924467323748
3.109572173518595,3.907618248694935,4.25364833483622,51.686170119323435
4.780311187109126,4.046090301441113,4.990224912734584,96.51878811840761
4.505826168563335,3.793334115210344,3.979708286389981,68.0215884078305
1.122233638121271,4.443504933862178,3.32354533512025,16.57335969824133
2.2468863476251495,3.792019174979541,2.060685637079118,17.557528185043015
4.92714790846815,3.543604226951876,3.776586268429292,65.93867566424143
2.1913867616534155,4.76369882078802,1.310037852638466,13.675624705141777
1.7005800389473085,1.3737558558353324,4.1893644523385625,9.787116931906768
4.063377637520869,2.320248344476354,3.570717527028661,33.66488637137551
1.577965236193584,1.8300229457710921,3.2242597174565337,9.310735379088513
4.203925988802912,2.0723176139279214,3.053497257338525,26.601670767299147
2.2431718005339008,1.5303516390111103,1.24669627984329,4.279710903787279
3.1845894275095414,4.896672679915554,2.8752128701152713,44.83575910709487
2.980019247145536,1.407609369064578,1.5774720833435998,6.617026899780844
3.122428746228179,3.4559439209044296,4.499793633317827,48.556997007724824
4.537124560774499,2.852873536325112,3.9682445496948984,51.36433281163915
3.4777680397497965,2.6725583086395366,2.3241211149626277,21.6016317178455
3.2571283397440456,2.070393350135769,4.199900793601479,28.32218578960359
2.359887216643704,3.2990889641626104,2.3331555515403504,18.16473092101237
4.8019851129129485,1.7604010423696832,2.058690321912251,17.40297311390992
4.4599029723594015,4.606943214534754,4.2258233509191125,86.82596288048606
4.8035726336316555,2.6182538295374247,4.1577272628038315,52.29162121173633
4.249277381808641,2.521735889005457,2.5992865681637984,27.852798899443073
1.1959365066590322,2.0297308941539645,3.894234434297121,9.452978669574208
4.075888021191835,3.0456904855436138,3.346424007419199,41.54215078647859
2.0970881819283904,4.181116745514385,1.5788438063595898,13.843571709577509
3.23132096141945,2.199274670303961,3.450953424978513,24.524415654196826
1.6803812945698873,4.243569943883414,3.902620578156069,27.828867527493383
1.4099255938071322,4.9964320547891035,4.598811935653094,32.396778751074386
4.597045359713087,4.978541756196782,4.864871379855574,111.34027910920084
4.630338155178393,1.671887023700736,1.690017624621372,13.083106287395701
4.430398408005801,2.7806953623446424,4.40261655528397,54.23842343239525
4.287277099418549,4.073190114582237,3.6157477898848462,63.14142291588926
2.047615057807224,1.6564170230285495,2.557963526505498,8.675856246015464
2.129480082307358,2.3670808713739544,3.3357244294739297,16.81422457851752
1.4326383676780172,4.784473040098057,3.8386035429338943,26.31139953929453
4.926478552273388,4.58887608730218,1.1870594658032925,26.835852896053172
2.0823776255948916,4.088458666275953,1.488140427407549,12.669603255440963
1.250372522067448,3.760690908026577,3.2666836372745744,15.360810746547074
2.6919396385073155,2.1736438019859747,1.2115767002803008,7.089320446369481
2.497191943694432,2.9462790187494843,4.328734642865944,31.848337144485583
1.2038437431909705,4.460981845012284,3.697247412927626,19.855420518247403
2.2354334706623344,3.983079588814607,3.9340240335270154,35.028193686616596
4.914698271360875,4.942283076190083,1.3886859112045733,33.73094483310167
3.1526844413181183,3.923213008976415,4.499473655654608,55.652426589832345
4.445604886548425,3.353681384129585,4.699142961452736,70.06019133160103
3.687461560098157,1.1859588784491368,3.0268036419975655,13.236750419918264
2.9941171990142523,2.5884380475397277,4.311203494230969,33.41220162351561
1.2775159696624705,2.529631304275366,1.7761832037036012,5.739992483320822
1.1037284528810307,2.4223507739306207,4.472120294199141,11.956738955660581
3.7786226151703843,3.3582944927423357,1.017109236953341,12.906839073668744
3.5717249841967837,2.5337625355763134,1.8155607074265787,16.430648206291767
4.919072038277615,4.841566692021104,4.967265799935098,118.3004784701231
1.2514080862454113,1.4404659517001601,2.911778983905233,5.248804068657344
2.357992984766001,3.875244909761576,1.342099156074772,12.263834086400927
2.3199526197885065,2.0207254852494834,1.5033150299876654,7.047521893824604
1.771355038727798,2.124590895298468,1.177720369958776,4.432238478782981
1.2733826148740701,3.1584110026440415,1.4945019124412666,6.010685922535048
3.8058188298844797,2.2521496672371843,1.566764161423019,13.429164311918996
2.2384376994339297,3.821141664140777,2.435991847199258,20.835982352084645
4.70818495877566,1.1973754458057133,2.6381137590296198,14.872274151254656
4.117925077054061,2.3027332750117817,3.372038831606502,31.97530122967077
1.553073766675808,3.6264084131281744,3.9266725764971757,22.115333195960797
3.581735003916772,4.01275501745224,1.486939987129594,21.371230993333043
4.826219211766887,1.814422272725567,4.013488630870752,35.14531576137363
1.9069130916475334,4.16544076653841,1.2712973607916558,10.098084693351888
3.6299278557829595,3.9457009995228387,1.7431461190113495,24.966401981154853
1.6066409979176064,4.271395793192275,4.995330655361374,34.280954155729724
1.563705542498791,2.9844822630120342,1.54231130468327,7.197737758115079
4.218006699778485,1.007421300389634,2.1573072410520475,9.167066789241067
2.743280610564068,2.3181169527448557,1.5647154493652247,9.950409350759935
2.846868386249107,3.322701251424574,4.647791436963095,43.96482170057847
1.1491620813856378,4.408967563187332,4.095567333155083,20.750676569724895
2.5087503204086516,2.8081488915347905,3.2616859619485106,22.978396354582223
3.7505239164815234,4.775191278622397,2.9034474561238306,51.99920248802754
1.2484917411105796,3.357689484337595,3.41175866943567,14.302254709265936
3.35025782246075,1.0441073126135283,2.255681472815219,7.8904385109548985
4.867351988362321,1.370264275278783,4.232685445154139,28.23014337843251
3.9674028097199403,1.2783329182866066,1.1272619518950124,5.717091167832345
1.348934116672075,1.7378654735951118,1.5867458192061603,3.719754318272679
4.038742567085083,3.31031243091015,1.7733686752887277,23.709052016716353
4.021511752943193,1.4702727215146338,2.4550070356223106,14.51576681733298
2.7335632631827758,4.198496473521699,4.072091325579378,46.73480462486827
1.8350904869610947,2.3900833267185004,3.4135882258634402,14.972063417282099
2.1169503198978488,1.12232114162798,2.258871745495234,5.3668490878083235
3.9344953775978677,3.93854495048288,4.634376567955717,71.81516547192282
2.496793506252931,1.3783416228466385,1.2991241778787463,4.470850652930067
3.0895687551698603,1.6846728762489387,2.793295164669697,14.538857424758756
4.539053355345528,1.4850022279437587,4.185648739371764,28.213383516236334
2.5049620494878058,4.081520029964904,2.2167171171460582,22.663832802448926
3.5094225631315235,1.3495201826660015,4.457110158050719,21.109036742706774
3.0201020530607656,3.1180260787676564,4.830620577154561,45.48877995061955
1.4415579188020815,2.209190760987285,1.0630380902570455,3.385432356235332
1.335975324234715,4.901538056755458,4.005820084234974,26.231447433356106
1.8058867215565595,3.2900244953531863,1.3800811146221479,8.199629874013596
1.5266710391911973,3.998605955963738,1.9760887418417528,12.063144207906513
2.4767587725858364,4.136592815709729,1.3871433588357345,14.211758870189387
1.8293606607377275,1.6217033366806621,3.598016817051785,10.674165565279573
3.919758933443749,1.6663135334794954,4.809553996307308,31.4138297014642
1.836222919698248,4.109964419553556,1.3951606452771936,10.52901351805187
4.5835596805731535,2.935810959379573,3.5256551133892646,47.44285372999486
3.0372854448318005,1.610954172209226,3.5045715667580413,17.147615153835368
2.269985494070649,3.835474519058167,3.3591571792395825,29.246406316081185
2.902466650224865,4.743175215206502,1.7012466900093974,23.42090645963922
2.0925972488845037,3.457420855250947,2.405362810233778,17.402774362876052
2.673922249822427,3.620315044659474,3.8591054532731226,37.357842457462
1.9977107136420789,1.905117992982508,2.1926215338256267,8.344842658546664
4.621062949742775,2.218610470879625,3.2228111595905253,33.041351403108656
1.015946365897877,3.24605416389438,4.3736000029198205,14.42333214043342
2.946219854148389,4.9382057385462685,3.0889265968165964,44.9409159678664
3.247890155056966,1.0211027429007826,2.012576414274346,6.674567883820021
3.1595909798868425,1.5011867436667696,4.656936470935264,22.088483464691716
1.1218764414301328,4.438172739853833,2.4049674349430354,11.974528718743134
3.413894270915553,1.5522995305548997,3.7668278517893046,19.961876568059036
2.3807457111428767,3.4623495905379893,3.9137326660736087,32.26079636733347
3.212405407407818,2.6018900550931208,1.1116617933821975,9.291631317837929
1.7380470220794848,1.7635673567485681,3.2215988806237563,9.874725665997245
2.1380867277571705,4.232231440676895,4.21290714991451,38.12208228610647
1.962116068605516,4.996874888318393,2.7758452153617212,27.215631489021884
4.422684450264053,4.77001706694961,1.8840347811363771,39.74612585568577
2.4705435816345345,2.3095108315014143,4.178795359870358,23.843149762991338
1.6241677422940883,1.3344672033223288,4.321392772337333,9.366180579066366
2.2614817743635838,2.4494721058237605,3.528581343682996,19.546352373569846
3.566100695838025,1.059668432503205,3.6239834180295345,13.694614166905914
3.268370898676072,3.7494251867410147,3.6104979162118824,44.24489064353453
1.0506185753182677,2.699882914321497,2.258423992939401,6.406126120271628
3.824994744816615,4.215825615541672,2.7647758698409226,44.583423216464304
2.80460256184792,4.542471751698349,4.587136704458027,58.439332223315894
4.816438908920435,3.738248444294383,1.7867835787149384,32.17111920156892
4.713771157986182,4.31536154593664,2.314176404411383,47.07411274827522
3.0286344222476305,3.5464272223136364,1.7419023092610102,18.70947930035191
2.0722916621335745,2.78579625189937,3.8390856684602706,22.162973785785336
3.278908655308829,3.493783717003364,1.9292955435129966,22.10161939107456
3.179630574681032,4.971215249066153,1.8615581905955443,29.424957817703163
2.2196995544555396,2.709376033431026,3.2261225698370812,19.401903632855824
4.501777588868334,2.1434209640169892,2.5399808710511547,24.508794747539994
4.153700419587201,1.3285393221088566,4.047055756309595,22.33308769576467
1.5399208732572092,2.9942212849222005,3.7321808122253826,17.208577610410448
4.871504059872876,1.4215618751641794,4.633690477429202,32.088975875284305
1.982997820900363,2.3282500562840505,1.6016246686913767,7.394564617902887
4.459238851631514,4.4328352646742735,4.173326153595545,82.49443536550324
1.1691240190862775,1.5253476861174726,4.182307590922676,7.45839535477272
4.207513505119192,4.233643604433617,3.993774984111778,71.14156365685163
1.007398869554844,2.540227951394153,3.743887415683689,9.580693132494343
2.3298615042442297,1.7637388433842474,1.7590212361973436,7.228288331119707
4.767446742755555,1.893119573421806,3.5881368522820494,32.38417925661439
4.238774360374645,1.5021405396621184,1.887568970415427,12.018594845642975
1.8976822958423578,4.1309279737913975,1.5545665844032923,12.186541083638655
4.091715068544012,1.226333557696964,3.206412102633838,16.08915868735572
3.5242038101868447,4.089163364898949,1.7658507351170796,25.44775460315893
1.9398011686205048,3.5896028563471165,4.843182393139748,33.723639919631005
1.408761669565036,4.732431061793475,2.2743463002655355,15.162765395944653
3.410190929369285,3.7656158758048934,4.978790849326297,63.934988862713524
1.7503053078998216,2.356555801374032,3.9328833440722035,16.22193296769836
2.4226463134573097,3.2380530252211592,4.411035973586963,34.603065216984355
2.225416456332046,3.8981330881716327,2.700607921397271,23.42769141274589
3.520296309316671,3.01568643174034,4.973506417637815,52.799290298790844
1.7710439412693613,4.2935290890645135,3.8318236437682227,29.137296883346515
4.83354802140942,3.1104901498210813,4.8683369865155255,73.19400317552834
4.704586880974917,2.561061338347499,4.889612600289783,58.91364927902499
3.7382838638399876,1.308613954967754,2.1296248177553467,10.4180616393969
4.544553825684259,1.975185377010206,4.830177249056863,43.35729519031348
4.055024819369402,1.8393066364695216,2.573430601111654,19.19376244976089
2.571640806848697,3.7202743214637004,3.2936798763073525,31.511324604664015
1.4470717673145597,2.215389429468017,1.7544502797106816,5.624464948798787
3.5050825348582757,1.73601987684884,1.7206903097035804,10.47021633552564
1.0225434068072627,3.695945519178058,3.590758956060028,13.570428649833817
4.4448637660006725,2.6310603892758953,3.5223277760712977,41.19258422082888
4.328682211317648,2.0843012721349368,1.7547749391237684,15.832067046947554
3.3885842317094004,1.488260810198792,1.5128742740615175,7.629571885531933
2.1876170898496268,4.657993971732125,3.0919152535923264,31.506329556863996
4.969431203253405,1.699701483365884,2.5574068564391186,21.601263828720683
2.8433295716644866,3.9797536939562796,4.192017847675288,47.43583168598912
3.0714439144415735,1.2417178226211574,2.713762476206361,10.349928203328494
3.769692628727843,4.614078000440108,2.6780431832935565,46.58096141907245
3.02319713034356,4.891605333306995,1.1680655817692145,17.27368929914534
2.7135173684724174,4.172097777160884,1.6473485525620006,18.649731444177977
3.059132556491554,1.4250976756018239,2.1344315308587962,9.305188078274245
2.1421032437743595,2.007011455871643,4.734714676669743,20.355607256438777
4.18476105284325,2.292642308542595,4.528912928102979,43.4511163492569
4.1822999856526355,3.848835434549178,3.80929387214726,61.31814396904786
3.4671169185756785,3.7470528294682497,3.6631463223720577,47.589656504561695
3.873010460476611,3.0306351836646708,1.7979496189215682,21.103760462196888
4.422364292325318,2.8941824408976937,1.5834545981094608,20.266839796849176
4.793718433187646,3.098278437695294,2.956372469959229,43.90885532369624
3.494323482737426,2.6470816242370296,1.3701774206472774,12.673811586317182
3.160950057105472,2.1619036472264774,1.0388334603709644,7.09904448920984
2.326191636393714,4.261090728868059,3.5410669386528255,35.09945781569064
4.865516576994981,2.61030731576948,1.5727520169643765,19.97472679361824
4.488689334796164,2.8921676847699023,4.5667061178272075,59.28517172418
4.721283992485495,4.650981663592633,2.042560945428172,44.851789556228326
1.6138632942733566,2.904595869639055,4.892475443422834,22.934068960812763
4.160207457721254,3.6389822415210524,2.296133454237096,34.76098310621122
2.744024599280852,1.1446497948866003,1.0596696825591314,3.328366516775183
3.1248894003431595,4.52799734800674,2.1438767733605824,30.334764933050973
1.098805120170947,4.555694752158326,1.8150310578555242,9.08572007614427
4.307017105874346,1.6835265722379322,3.5166690243335843,25.499288831350448
3.764639437821898,2.670022263006667,2.956876427221885,29.72154936282758
4.515622403961315,2.3149428371687946,1.5070760457243053,15.754080400252633
4.919771947510487,3.0229490461771884,4.432324439430927,65.91850380288147
3.204807274305617,1.6751032730303388,1.706964956482134,9.163641917906679
4.746973395911739,4.832197929066,4.086929550627742,93.74727746846696
4.0229536311755965,4.947970716180871,4.957275254369691,98.67682822134229
4.365803170051881,2.8607687413161953,1.977050501228807,24.692477492521657
1.2694241450749195,1.9592336354576725,2.348752911062977,5.841579801325221
1.750604976208026,2.214820489573589,4.312723752467722,16.721619310108956
2.391634464629856,3.793114259244261,3.1110394406304316,28.222549617083658
4.651167963271513,4.944709286601746,1.537000587846301,35.348974568581596
2.9742057168218388,1.2246442007866025,4.604474203367326,16.77107798885933
4.608234585948644,4.225248380377845,4.1925563491750655,81.63299518011935
3.308288517205808,3.2168083353040244,2.619726746864421,27.879472808261195
1.7500903791172195,4.351078014496928,2.229499549285648,16.97714806949324
1.6156510844178316,3.523654443236301,1.2428133205401974,7.075331414613477
4.200193890891175,3.719302641279288,2.8831380800915265,45.039784064154894
1.5531487162260311,3.8021204584596324,2.8841381790175453,17.031581522755822
2.9745374084634832,2.3677214929461146,4.956678865062919,34.90927537976125
1.9995113040405164,4.028846191848649,4.639425241617447,37.37392695857591
3.182236130469353,2.6806895000155673,3.697118316137666,31.538589376780763
3.456896613468109,2.6600963646131484,2.652637737462715,24.392802787631794
2.0042867461817226,4.52620222771498,2.4615677641157356,22.330868007138395
1.030367833805414,1.4648229048832468,4.248481125817655,6.4122597679763045
1.6123035597913766,3.4374909881199676,1.8559609536572474,10.28625333827631
3.405511085625615,4.91961825137826,2.5702329116018423,43.06120540250529
3.010606418897088,3.0723036870686826,2.7151103079916417,25.113405194419745
3.5334255018756506,2.1498304355654434,4.8167514872929145,36.589324039638
2.3541485058110663,3.919920773236224,2.4128173378908917,22.265660878356304
2.0555590422572356,2.907690235277107,3.379554658432011,20.199358093686737
1.4350637947399245,2.343930172047852,1.3756075848604419,4.6271165517540425
4.881258026410473,2.9242306318377143,3.3934724120389856,48.43816812924962
4.230373795440345,4.131837262436182,3.0151217307990956,52.70196424627373
4.922053411531591,3.6741724732645684,4.78695007473083,86.56947012839342
3.759757099809559,2.875469872682377,4.013000754386283,43.384825119644205
3.0973230166317913,1.642853310356836,2.1590502511088308,10.986213574366301
3.824897982293599,1.2332551219258665,2.8050191109664886,13.231485600021294
2.2384595295255107,1.1113805877901126,2.1632433128712085,5.381674460575363
3.4162601581838445,3.7926821423449266,4.536026508218853,58.77233789160287
3.851740004962129,3.2141280681555937,3.739502384340343,46.29498589810633
4.079964560044699,2.9646599165875807,1.1151969998348736,13.489096594731535
1.6293204318755543,3.70778889542544,4.954790275456333,29.932761109869222
3.1515787103415853,1.2831811108366837,4.347869859719655,17.582986890494094
2.3848521941192593,1.6477970713154586,3.931051905788908,15.448060901053237
1.7527358770015673,3.3388971076905807,4.876919518683185,28.540731573902935
3.6425670051720767,3.749530568425588,4.499294005904412,61.45098109215073
2.321612776857005,2.5032860049832357,1.6025882939799283,9.313699523867161
1.0592682999221,4.612811160726444,1.5662310024370973,7.652925185287245
2.91621675230372,1.0667950859987503,2.6540654236117924,8.256812663855365
1.4925245616815066,3.648131336871588,4.332891064267692,23.59226958408851
3.056177441573379,2.6982387058581687,1.6777715933461872,13.835401623438278
3.937767213291899,1.5328306451203857,2.038143940953755,12.302094683125965
3.5893375492008284,4.467652170971682,2.5597346182514396,41.047678298450265
2.069933365361885,1.3461317206654022,2.145291900735606,5.977647708231882
