m,a,target
4.1679617675051315,2.866552551815705,11.947681440512131
1.6900828138406174,2.438885540756532,4.121918537356995
4.211402761643329,4.861069826199467,20.471922890597494
3.840372119589945,1.8588803069357316,7.138792104410783
4.623193639593646,4.404339896351786,20.362116195422114
2.7388269340976907,3.421575012276768,9.371101800659249
4.468394730255819,3.781590101781288,16.897637282787073
3.7923610101109424,4.095489904972005,15.531576232918798
2.092370304451773,2.884587872241727,6.0356260044603145
2.559104593959117,4.898026512995022,12.534562150739117
4.353914358641873,2.921670481452209,12.720703060414888
4.23084911923449,2.1305755465039007,9.01414367438857
1.9820238908736156,4.624871420865155,9.166605648373341
4.345095562464454,2.932044541257053,12.740013725164147
4.783028287814461,4.713952474752393,22.54696803415368
4.511077834509932,3.123969892480678,14.09247133764596
2.5251521108519612,1.90611579906873,4.813232333546677
3.1646471823181597,2.375618237558869,7.517993561754307
4.383842569205998,4.92833336979946,21.60503762176532
3.865601710178279,1.8402466923020366,7.1136607609126745
3.836419760512633,2.44980615781828,9.398484753279579
2.1410058444169797,2.153732053246849,4.611152913309685
3.443207559762702,3.863995723980471,13.304539287700313
1.2178444629957879,1.9268519818560241,2.3466060171158194
2.1885895982472383,4.326987724097847,9.47000032470404
1.8111554647625914,4.834406848884083,8.755862383242105
2.5480582971873775,2.665965718856356,6.79303606994905
3.9529183449915086,2.9736729843189784,11.754686491720136
2.042164511091934,4.147049417234918,8.468957145621637
1.715660365243901,2.7660081548260043,4.745530561176391
4.368142701289632,1.2781532142859584,5.583155634113092
4.660391855785612,3.174789982526194,14.795765378394819
2.7848663853178905,3.088782992083686,8.601847926195473
1.977991087423371,2.6769141320010728,5.294912294895791
2.009463607209683,2.1579678189136,4.336357797636535
2.6647195509612596,1.977312604487139,5.268983555539007
4.209771750277774,3.140271547471509,13.219826448746629
3.2459267233480054,1.626089600542326,5.278167688958619
3.309343787437827,1.5187054002997873,5.025918281430379
4.912629262551147,2.961922505553282,14.550827174189864
1.3107007874478245,2.466857955678934,3.2333126650303092
2.9000535732435533,4.127475377334788,11.969899716514535
2.917609180462324,2.5676490572344677,7.491396461592713
3.215895903075096,4.6325406681423456,14.897768555507739
1.6717609494514454,1.6181097365494992,2.705092669490619
1.6756885935960733,4.6518712220036065,7.79508754558927
2.661794243803254,1.7012053097809154,4.528258501102372
3.4248690251659064,1.92348516071662,6.587684747304617
2.2112101001363795,1.8598784183414647,4.112581943662321
2.990076816465728,4.134616702743806,12.362821547846224
4.947029097327601,2.679679309805171,13.256451517112923
1.121724069559308,4.409217716648892,4.945925640692395
2.8634691433020056,3.6242210373858734,10.377845109060432
2.895618789370342,1.4311595288880437,4.144092422434626
3.7672255548821827,1.1028682352031547,4.154753399325138
2.0656004611496654,3.3591092649268433,6.938577646685001
4.1997362698772385,4.576425580352523,19.21978049620048
2.603973680105943,1.8940804603215153,4.932135666680175
1.3806495704753043,2.7844160929657926,3.844302882777747
3.520241996247834,1.1791314053723916,4.150827892286622
1.1055725775980387,2.932865153911453,3.2424952879573534
3.8672087745136636,4.1986394431265825,16.237015295478283
1.0485611910422317,2.9173387524611463,3.0590081969543177
3.386680809439166,2.735826863795447,9.26537233756418
4.4835679179474415,1.976809706693147,8.863160580816485
3.793633709047774,3.13853210728126,11.906441199110933
3.497375018956076,4.361202045016235,15.252759084859932
2.727164501149373,3.1940717079065024,8.710758975928162
2.34478206762703,2.1730395575617094,5.095304186814872
2.481182083776717,4.150516125074674,10.298186247961645
2.5001056799269796,1.4390567480223408,3.5977939494679028
3.11953451771841,1.1427108635502203,3.5647259826167246
1.573320324268082,1.7947889158268566,2.8237778790414696
4.52752774053565,3.1219765846373955,14.134835592248551
3.5035021772224586,2.1864190502046212,7.6601239027125505
2.49774491131639,3.7303705289576876,9.317514006028693
4.928848656458102,4.366378993836829,21.521221237359537
4.490110146501122,2.270595473203915,10.195223772832415
3.4272647581412854,4.006148677962514,13.730132179855227
2.486995273814155,1.9752136485387384,4.912347008689056
2.476375423995369,4.286461765092966,10.614888570972031
1.2668269054042867,4.694731653900244,5.947412372813995
2.370083883148338,2.599606055741094,6.161284415246787
1.9827369137328525,1.3547040440788565,2.686021715378326
3.434204489061662,2.6170802600135654,8.987588777173249
3.880653942246014,2.492160664752957,9.67121310838401
2.1696992422868395,3.0377673374311644,6.591041490268108
3.184589997675288,2.9924314542192954,9.529667277835685
4.1483185726548335,4.499793068929627,18.666575160944262
3.5676152410845376,3.4777129471384995,12.407141714328336
3.974645250028749,1.3077581878650202,5.197874869583907
1.8723187508906043,3.621834963348014,6.781229514507671
3.5401995720802883,4.141771252857481,14.662696817020494
2.0951372523650016,1.6192965043469414,3.3926484288817025
1.923002353129716,1.845779166093572,3.549437679755744
2.083749116614731,4.640152312065119,9.668913281223492
2.466102046098666,4.81806536114034,11.8818408453453
2.8837616661518193,1.3826115488533572,3.987122183762105
1.9170457702769053,4.706833754408087,9.023215740284588
2.399853981167101,4.997444283324368,11.993136558996756
4.585986860454513,2.867429038602282,13.14999189431578
1.5385076300850629,4.3195351210656785,6.645637742179952
1.8628962399655027,1.7757383522250874,3.3080162995226527
1.2427707717708438,2.9134694118740647,3.620774629525478
3.835524519005034,1.4456360072365948,5.544772351312498
3.117642855084621,3.7966491024168216,11.836595947413244
2.89728136278602,2.531726323870481,7.335123493824708
1.1376607029798849,1.58485266623339,1.8030245983866233
4.845370662055749,1.887687911085187,9.146547623489466
4.376309458679588,1.5248037811001098,6.67301320985881
4.281496432470648,2.405136065550145,10.297581484259437
4.500869902149906,4.373973549646955,19.686685902405767
4.1081006437137315,2.8568630920218845,11.736281107337105
1.5577502694872356,3.6764651852090355,5.727014633019815
4.885969723914746,4.822375534100676,23.561980856963107
4.734873891760637,3.785255331457137,17.922706642564155
3.784308445515892,1.971297116765844,7.459996327598111
2.168042706112304,1.3245723813163126,2.871729490030637
1.0044444335624516,4.289558850735255,4.308623510059574
2.943447077654952,2.116987880804203,6.231241791184081
3.3792138901489444,3.508218969789413,11.855022272396404
4.97592529265021,4.67071525153941,23.241130154902038
1.531660148198867,3.1052255769916886,4.756150267446002
1.3552803899711696,3.0615137484871027,4.149209546951698
2.705273752012959,2.53102801569337,6.847123656464718
4.0038248890690475,2.9535063576228153,11.825322264673895
2.3602813180333833,3.7079621090323114,8.751833693924628
3.649441010763895,3.4794977145744626,12.69822165642729
4.557753546403591,4.4771936388615625,20.405945185456883
4.172647964413401,4.958794809623736,20.691305068320222
1.4063834340961026,2.6770197141069283,3.7649161786686687
2.7843013085720147,4.920374667476352,13.699805625319
1.1519706176954996,3.65884631296151,4.214883447195172
1.6745532977457604,3.9632283730644318,6.636637141834609
4.08284410607124,2.5779947943554578,10.52555085161652
1.6963725273479309,3.8486413715140864,6.528729490251157
3.235256197239158,4.328361306763339,14.003357741596274
3.4599139447869725,3.4050990520443363,11.7813496935491
1.6265453479795862,1.475251258946332,2.399563072340184
4.659288650206998,3.3369124901510085,15.547638492094563
1.2340073897487671,1.9089242190675022,2.355626592799692
4.676938365842933,2.6679442811227836,12.477810966314388
1.4551975486428095,2.7959234844930725,4.068621000827181
4.603479933368435,3.8193496430699625,17.582299440390468
2.4715637078015735,2.6818660772669305,6.628402865757116
4.159363159211735,3.0157246538648748,12.543494023612123
2.576950540992019,1.467966740216311,3.782877685358713
3.9326259322036146,3.728288736247902,14.66196496691114
4.4095630215675765,1.2493421587740863,5.509052984615619
3.101755514304857,2.250477241578297,6.980430193883067
2.6085582682007904,3.6603119275006795,9.54813694267587
2.5785305605493245,2.204981925695888,5.685613280865747
1.22636705146637,1.0307619720488086,1.2640925204251583
1.059262868308759,2.7734566944545143,2.9378196932980183
3.974280537054567,3.599080516369715,14.303755647500457
2.6615979336094115,4.386931671484762,11.676248271709524
1.6043710737285517,4.558001540602248,7.3127258257524215
4.486147988353478,1.9809186051476417,8.88669401557507
3.551086902251851,4.817142786065659,17.106092653874754
2.8980177934250944,2.488607660246632,7.212029280248731
2.427939973015639,1.176442535649886,2.856331858260234
2.378985305507814,2.236383274652916,5.320322947882732
2.4856811230868208,1.7002147939487307,4.2261918185113085
4.546217343450477,2.085778301110733,9.482401487102287
2.5144165096417264,3.2192790745294118,8.094608454140891
1.0772657241913337,3.3821000139561814,3.6434204208220256
1.5797347666234693,1.6083130350219177,2.540708017037833
2.384832943825216,2.5729807125218036,6.136129167048875
1.6654088030125735,3.4831168181610597,5.800813410886574
4.2919258464246415,3.096340459141698,13.289263645920595
4.994926443015075,3.231530249876548,16.14125589651148
2.336652083451792,4.658314609178948,10.88486053691191
2.9407453925662304,3.8668123635937084,11.371310642156333
1.1904726687256884,2.20655416482448,2.626842425286381
1.7778564556054186,2.924910693186813,5.200071357951495
1.916242022175099,1.4037639729275484,2.6899515141392363
2.549931656594487,2.191603368934356,5.588438809144842
4.305666438900239,4.75158126913017,20.458724002200782
2.5968410880870283,3.773900036543363,9.800218677228942
3.965714438139201,4.965504359923582,19.6917723327921
3.1143595464751237,2.6703821009490962,8.316529988827115
3.6545968188533684,3.103669816594618,11.342661838497909
1.7888951026704674,4.857091744767976,8.688827635436587
1.1552472338568638,3.4856911464492297,4.026835055014833
1.9866818449679404,2.832933083045007,5.6281367240945706
1.404930659037733,3.92276182064858,5.511208349931867
3.810672750335417,3.4995747840912785,13.335734267497585
3.2769020848466575,4.877872906186537,15.984311895899689
4.17475378958935,4.821797415570353,20.129817033284468
2.610385574056964,4.187967734780838,10.932210559487922
2.0419686616100994,2.0153402202062924,4.115261572143646
4.444163421939841,3.370798084282326,14.980377548912402
3.262122099393753,4.753968883937439,15.508026956122576
2.8915951886776172,1.0064337092251514,2.910198871318416
4.565374996233421,1.4228573309095527,6.495877281741895
2.391250253505458,2.8722094260150386,6.868171518079227
2.635608804556124,3.585705203239828,9.450516204201596
2.0297783135135905,1.513328466173978,3.071721301862726
1.5308300779408777,2.339394742696654,3.5812158362967983
3.283584313580204,1.052074848898358,3.4545764705549113
4.685368528141888,3.9926460032939373,18.707017927844905
3.5952092357009082,1.807211948257243,6.497305087243472
3.655441694071967,4.352063754997239,15.908715305276315
4.433695440522705,3.2442403003742473,14.38397342772931
3.800484196589294,3.549320617659467,13.489136916043357
2.503761721111019,1.716971009425142,4.298886289656017
4.213300433845758,1.7413639616589731,7.336889535141119
1.495989484654506,2.3631198396418336,3.5352024310826256
4.485875753375382,4.711442174326876,21.134944213243124
3.036567451383014,1.4914087124189748,4.528763152840509
3.1832858063517673,3.0934675426579794,9.847391320953026
4.690702409634005,1.9971700745884338,9.368130481320891
3.7307195572412293,3.9198596104596364,14.623896910381752
1.31267393912694,2.2408434450479473,2.9414967919778716
2.0116241261970993,4.941583244185519,9.940608075614923
3.843066019168144,3.0477446050130292,11.71268372662861
1.3724841858974295,2.833700871654826,3.88920963391001
2.0451870437024415,4.228369636711287,8.647806796986725
2.0547483514230658,2.704994436807108,5.558082859637969
3.8308342613484774,4.445281118653386,17.02913521066288
1.2064931602483222,4.9217020182618025,5.937999821813228
2.379924567168417,2.2814610190597944,5.429705128297496
2.705491707295435,4.497533913111936,12.16804070520433
1.293171187040762,3.810427206821383,4.927534674177623
2.8336061530891716,2.378870738923772,6.740782763218185
3.125630903751447,4.927958115374328,15.40297817780674
4.883274212220625,4.594977518162178,22.438535220174895
4.4940727233435975,2.4096432237140446,10.829111884683021
4.7222127547047075,4.721639366077346,22.29658563760629
2.08291987324846,3.896563697668089,8.116229963251367
1.6006689592833907,3.2450466395286677,5.194245427320417
3.553969456043186,2.1002532453999563,7.464235884107018
1.8060995350722213,2.193159135067764,3.9610636941852837
3.3459283450743875,2.4118699578213545,8.069944056507838
1.782899338736776,4.688254875989561,8.358686518231254
1.2605761059188256,3.257563213567584,4.10640635054344
2.79569679251887,4.353483951303684,12.171021118942084
3.545799218647478,2.0081321975875173,7.120433577146661
1.3765386630096828,4.213014421650508,5.799377239219302
3.1988721791066173,1.017453552645538,3.2547038630910015
2.747339542527782,3.1963265866947057,8.78139442245922
2.020967570182907,4.506275359094991,9.10703636304531
1.6875115324462286,2.016517087529997,3.402895840581751
1.9373037986862252,2.8564922296632433,5.533893247444286
4.586446179102151,4.305042491808167,19.744845687425972
1.1274818008336291,1.1103199185399104,1.2518655012568265
1.5899380288913183,1.4717379638263597,2.3399721572506045
3.0726794800056116,3.4644690277977315,10.645202890829081
3.730563664344814,2.9954286099525294,11.1746371314278
2.6412787461073286,4.274830720792631,11.291019526036248
1.961431332513861,3.3169422562911532,6.50595446962869
2.097389719934225,1.2246636869415881,2.5685970273680327
3.597594453779708,4.946808837472706,17.79661203760025
3.8516072698589907,1.0457957987108624,4.027994701102747
4.881142570337618,2.8766644572288587,14.041409342756939
3.8140312380058274,2.837254074580769,10.821375670610369
2.6876618623530755,4.441362467149279,11.93688051984348
1.9821580623702397,3.8918680684235607,7.714297669507053
3.1385550660246944,1.566673072514829,4.91708970854589
3.90626476505563,2.8851084238212725,11.269997379338223
1.4663680847794542,1.44329800688607,2.11640613412353
1.2392367801332322,4.823047905584259,5.976898356944567
1.8966329798250672,2.9709995908201465,5.63489580699627
2.676989280782571,3.2799942320149427,8.780509400132662
3.6686976696044393,1.903496217882568,6.983352138646642
1.0365745081378228,1.3400257670933855,1.3890365504168347
3.1542250763520365,2.247142105705222,7.08799197994193
2.1634986991999985,4.544620476360469,9.832280488963553
2.340062016707168,3.4725948328284857,8.126087267715517
2.7329197834449155,2.3581051682155754,6.444512265660046
2.840099163585342,3.3431817077398347,9.49496757186572
2.6071221903100548,4.006041003694011,10.44423839602262
1.3495723333957472,4.801043743791238,6.479355808043396
1.636574840381193,4.835815491395735,7.914173965943876
2.973437478795206,3.8314678093027568,11.39262998297818
2.546227131448329,4.384481261764149,11.16388514603068
4.986806711485855,2.5642028429849626,12.78718394700852
4.078478015147622,4.323993033644305,17.63531052536977
3.331405072364772,3.486608751923321,11.61530608150876
3.1913402325877023,3.0569256252060577,9.755689735748408
1.19998396564328,1.1264280447253463,1.351695592121327
3.706926131815215,3.297337865733056,12.222987899909674
3.2617207001626998,4.663483610164901,15.210981026144337
3.0636006269807536,4.15523670396348,12.729985771515958
4.065778721229796,4.396303305153246,17.87439643016429
4.131961591506398,3.0377390456319118,12.551821061570362
1.8667626098869325,2.1583525502957173,4.02913183984615
1.738596865007398,4.68782668625488,8.150240780420754
3.6386661465750167,3.224933128869359,11.734455000985182
2.3232093970023637,2.08947602979105,4.854290347221758
2.8191166125817535,4.77971717658192,13.474580095944447
1.1775093067950064,1.7438519968971877,2.053401956019495
2.691755764910323,4.062246590880028,10.93457567948862
4.767395881387005,1.89660362219636,9.041860297082602
3.75067438459716,4.236000945408325,15.887860239072356
4.277621990813213,3.4333468740562356,14.686560090552755
3.5100988571775225,3.1049686055355363,10.89874675386237
3.3404336412160887,2.931541776562353,9.792620771059262
4.883419818505628,1.360039539001324,6.641644038710323
2.958855513183074,2.678498884200862,7.925291190572433
4.161207852014639,2.0588231638072982,8.567191115144551
1.9256438444995605,4.993568298656832,9.615834056396672
1.4078445384406448,3.800484713864422,5.350491647841183
1.7253079683406223,3.9191654844409904,6.761767439551576
2.3692164674882865,3.9668812377019234,9.398400352933713
2.8427314221322755,3.248406904751682,9.234348380009052
4.557548149856979,3.9003404334799785,17.775989326419044
3.3705021250145317,1.7067234841148866,5.752515130021431
3.5704403710325874,3.959585250889617,14.137463032321486
2.539796187205601,1.1950194003360588,3.035105716610246
3.6784797544885963,2.6602989946395796,9.785855992668061
2.616463783089328,3.2501263658000137,8.503837926579473
3.4322764603371465,1.6386213545309727,5.6242015025624275
3.1432400191130023,1.926263047575612,6.054707098478237
2.2316261682184733,1.1403344732877931,2.5448002511106687
1.3344099175669313,1.3710635845521368,1.8295608448412382
1.4904156843970036,1.668345122365439,2.4865277373606887
3.2996225833690653,1.3441135160328663,4.435067312113644
1.292445712068226,1.6959698425510825,2.191948950802171
2.812222274237228,3.4317804989263188,9.650929559373541
4.596243750167896,1.0565799573746788,4.856299025636029
3.330556295883401,3.1766224241510486,10.579919814400666
4.906651837354363,1.2545172957078576,6.155479593977786
2.151523291461769,3.531822245882795,7.598797823319648
3.599653733914045,2.306615430461476,8.303016846964406
4.739019582381627,2.664947942614808,12.629240486079205
2.3976170106211314,1.013742745412611,2.4305668507950426
3.13432219019259,4.701896963684042,14.737259989274058
4.388713884543427,4.066534929188238,17.846858305709244
2.3253387398328482,1.1660120887671135,2.711373081123587
1.0358141488200636,4.27680043376199,4.429970400970454
4.9609020737764755,2.837821325490833,14.07815369863458
2.6244903063615728,2.09729661147358,5.504334626377384
1.437899989036962,3.1890731496048317,4.585568246854857
3.9441098695682624,4.861960183665175,19.17610514584174
2.3002379832348216,2.7522119914724446,6.330742560699268
1.673826923694055,2.092133310292262,3.501869062724357
1.4739620655869414,3.257318277812733,4.801163577038954
3.790294459532933,1.8698260971667073,7.087191496381058
4.973048858975238,2.9238681119790533,14.540538978071515
2.5676587288769737,2.426425713370438,6.230233162907143
4.054954432997782,2.573190430010828,10.434169941119876
3.6169612800152406,3.875256477643546,14.016652629764952
2.6838460374600674,1.427611059470451,3.8314882849939385
1.1957357624189417,3.2031484704346154,3.830119178436202
2.6377158174901574,1.9761502620785065,5.212522804021797
1.1170627358117766,2.2924107508057707,2.560766624899423
4.8089665758312545,3.2215839685009056,15.492489625754663
2.6375528321969153,3.3294308463273077,8.781549758334362
3.316960749316002,2.7556517296030933,9.140388625878213
4.76293952026583,4.717309029524076,22.46825760602707
3.3040984593803824,1.537827809285353,5.081134495452043
1.6893157114547042,1.5817418801272898,2.6720614095649338
4.806454315466998,2.749059974141909,13.213231176191972
1.7517594815576119,2.4094854082221153,4.220838909527804
1.5125845740783839,2.7899338629407056,4.220010923783027
2.449805751016051,3.6282628899790335,8.888539294068755
2.7394033441023438,4.253761173489325,11.652767583669368
4.909490024428727,1.3459789725057036,6.608070338607581
3.216219652975896,4.785814891668425,15.392231910088697
4.22336240618292,4.362630966442046,18.424971615720796
4.075934924085393,2.1479374129723348,8.75485311628357
2.608904989631515,4.0359134050627725,10.529314620188984
1.2985969464984755,1.6553322959408434,2.1496094649490898
1.4789249195508876,4.569194528461535,6.757495650417332
4.97086908423687,3.593279206024122,17.861720516256515
4.43978105243267,4.357975572318734,19.348457372945138
2.3828730412587396,2.6993257545914937,6.4321505701914745
4.331121133735428,4.34299473332586,18.81003627320929
4.599469543503413,2.981638138221181,13.71395380649654
4.693580379052911,4.009066049886569,18.81687375007476
4.500823968895892,1.0103816540946795,4.547549966482012
1.744879600353677,1.8805998174205865,3.281420257846031
4.173860185266711,3.3714137730346847,14.07180971532929
1.2225406302763764,3.5398415293429255,4.327600094361392
4.226108184867508,1.4293925476011364,6.040767544805782
3.3076347926576717,1.9660383532272858,6.502936860833964
3.939745020234582,3.9283055924592856,15.476522395851129
3.198822246676481,2.1210298734894977,6.784797545183607
3.390075972097352,3.728805389934025,12.640933557042436
1.1480854958882465,3.091571630193831,3.549388548125119
1.1258231180122915,4.388602804487579,4.940790493065694
4.248522415559213,3.48066072879548,14.787665127244264
2.1642254695149576,3.226616608882195,6.983125845302829
4.2288570342743785,2.183944907743684,9.235590785579587
3.814016492518646,1.8082935870346284,6.896861564265774
3.259790658860732,1.3694453091367635,4.46410502654467
1.4198437379012536,4.188423930455784,5.9469074893334
1.2641696163277212,2.483299858897491,3.1393122298491254
2.535925956615373,2.7039945879410827,6.857130062107281
4.701007580688846,4.727177131477722,22.222495530335728
1.905053260484701,1.821055876212251,3.469208434502973
2.6889629916775144,3.539172446295006,9.516703729252047
3.5667511830867866,2.4777280175689067,8.837439338031176
2.9868074371130153,1.014758217188359,3.0308873899697346
1.1003838160506536,3.7384935701262365,4.11377782097634
3.7811460190667687,1.2437770920879885,4.70290280035494
4.6736306980500295,3.6819498330636526,17.208073768486468
3.398777192733528,2.8271133667124646,9.608728432054424
3.3216507326585236,3.486507572679088,11.580960433208984
4.3411929665809765,3.539105992827094,15.363942044045565
4.331353614531446,3.5546194956546686,15.396314000787795
1.747026111076123,3.0319429448132973,5.296883491881863
2.689196588587644,4.500678741661081,12.103209918403907
4.277079128067408,4.552472137191565,19.471283559090466
3.9393358674376753,4.088547371488362,16.106161306222134
4.377552138280469,4.864925612847735,21.296465519097023
1.5177732356729643,3.72716739363676,5.656994914934835
2.7578682440388667,4.1296588827376155,11.389055091415095
3.8358128698387075,2.147201291068779,8.236262346415911
3.9206450176468883,1.2171684197342465,4.77208530046821
1.2872196701293452,2.853968640329193,3.6736845717640394
3.84776142603929,1.0247273749978913,3.9429064657233845
3.5049138368171584,4.042814682138777,14.169717119115763
2.3956523149285154,2.6450295853763355,6.33657124926123
2.2164343966948237,2.4101297008565554,5.341894369474275
1.1160373987800773,1.2508183370129822,1.3959600431863908
2.5679592585553963,4.844388029459809,12.440191092286248
2.2279804305532007,3.014769377411976,6.71684717550494
2.726005484672613,3.4464662356962634,9.395085861246988
3.834982465770388,4.654760725892668,17.850925766155026
1.5819276318194522,4.416043393701187,6.985861067809656
2.919849727405989,2.6451276223566444,7.7233751670921
4.171413153132962,3.082721675414901,12.859305744273799
1.9945383629019378,1.5682040708364124,3.1278431801422126
4.454737542124196,4.837599942004739,21.550238075426343
4.73183785596053,4.648323323353624,21.995112268188937
1.4513584363340644,3.4110368717096136,4.9506371404023035
1.4628019776966141,2.1961383258087133,3.212515486288317
3.580807985114044,4.617624702547131,16.53482740714063
3.068759954676643,1.8307445789769519,5.618115651205821
4.614310296120917,1.0186344430551881,4.70029539857295
4.207807621030667,2.892353379946303,12.170466594851861
3.007570247296963,4.236636334000024,12.741981386755752
1.2747620355051867,1.054872801583465,1.3447117997455968
