m1,m2,r,target
1.6460690882359374,3.6812988253921812,1.6161004836063162,1.548455088040427e-10
3.030622946367452,1.099773549594584,1.897189648087405,6.180162397305861e-11
1.7461339213688274,2.6006916843939223,1.7886804437884507,9.472990529985657e-11
3.1923250613643996,2.3619581302355224,3.7811699078569245,3.5197605434064344e-11
4.217774553393976,4.06303717839938,3.3238919376587703,1.0352054953474229e-10
3.0287692295249413,2.2138555085646194,2.1386847506514686,9.783812329330485e-11
4.142615278498169,4.160848237305823,3.6316586161989406,8.722332661691742e-11
1.8008536676493585,3.1069545043176556,1.8631015714545902,1.0757874079309737e-10
4.912791023464866,4.152685673762506,1.8179384919071362,4.1198858420274616e-10
3.81113698115193,3.924279929254259,2.812439078285255,1.2619277557123817e-10
3.8898365850666243,3.477846481219448,2.194814711133878,1.8742703786354335e-10
1.7403567399554634,1.5323969511524975,4.042949487501381,1.0889279130656528e-11
4.538427243399921,1.798455463029684,3.4508343463202995,4.5744938010167177e-11
3.562480872541136,4.171670942909914,3.8049680574158695,6.85088626268811e-11
3.1757340224503574,3.9345191990462807,3.4140113042479445,7.154710791751973e-11
2.008879228558141,3.961727202027229,4.6342751799923345,2.473209815204296e-11
3.8433598855764446,1.8979682751884743,4.520376279390842,2.3825226032219774e-11
1.7870375871574935,1.128422589906823,4.518720966140368,6.591141159757571e-12
3.7286447114852246,2.656229137451524,2.3026848793537185,1.2466189472413697e-10
2.1762365107619734,4.952955355256458,3.4735877308242444,5.962112460043823e-11
2.171297682970837,2.523789503508586,3.9033677912754916,2.400378635017276e-11
1.225570150932635,1.600061773300813,1.3916502988762018,6.757730883845176e-11
2.7304318675833827,4.031166570686427,1.2446171284269525,4.742165900968734e-10
2.1274055901265436,4.843700036101332,3.8314388754597575,4.684787923337353e-11
4.129069811269132,3.3912164582569813,2.883372180322184,1.1240678626325563e-10
2.0524457792886,2.77666025414943,1.4562106282922573,1.7936274673290044e-10
1.7818585079958966,2.6532225942827043,3.5031844421927683,2.5710297230516138e-11
4.052822532330987,2.905881596753851,3.223435660213401,7.564560342661768e-11
2.080456192025682,1.4784215039233533,2.194963302759732,4.2607742160801925e-11
1.0735687682209103,1.0142570168845721,4.371645996799153,3.8025428645617256e-12
3.29801670549514,4.216925290712972,2.254831521318598,1.8256047858298433e-10
1.6200613478199535,3.3349613309489965,4.381907173897314,1.87794175770484e-11
3.7839752359775223,3.741288289139665,1.3010457806327786,5.581751595401857e-10
3.251251115566753,3.1684646907779883,3.4368636440944975,5.8205092554070735e-11
4.808116996022591,4.3326055494263835,1.8960873198630255,3.8671739984703743e-10
3.1468744017437364,4.094197493836781,4.123428323046355,5.057285838657054e-11
2.293396022449102,1.0466298021228493,2.488118615179866,2.5877135097403638e-11
4.1247690579367,1.52312071523904,3.8162065701054257,2.879097783218467e-11
4.932905456552547,2.7431511509541555,3.46030365693477,7.542412996613688e-11
2.691310756145716,1.1239879037239833,1.7103768871495988,6.901254582784554e-11
4.541933531663341,4.714450862339888,4.457187378045592,7.19343470999614e-11
2.924657271127245,3.169617152632144,1.690470815153728,2.1649737560747125e-10
1.2247215529821909,3.4996924222521364,4.059787958719625,1.735588396630814e-11
1.81584276215567,3.8388115459786514,3.8949224071937145,3.0666457708779756e-11
3.452095048100457,1.4591558701046878,3.481046597552108,2.7742842742674867e-11
1.9737357275932323,4.957334692485082,4.8562002560685436,2.7690466411785832e-11
3.7895424713875574,3.2003160693081982,1.1864543887128405,5.749945906634796e-10
1.655132201307997,3.1002639896920448,2.023996491965602,8.359841731951405e-11
1.2443388460034868,3.4164215457970317,4.3004135678092315,1.534178410336698e-11
3.382186213987774,2.4642999865974504,3.580183610495924,4.3397697850352826e-11
3.150792675936605,3.6712450648224695,2.990669778482542,8.631424601118826e-11
3.5382474506128196,2.2410454489162257,1.3370998319887342,2.960038777416368e-10
1.2553947960888379,3.013757068911471,4.309097533879376,1.3598848016142138e-11
3.475644282441228,3.336212793025535,2.8999787993864032,9.202071886011315e-11
1.2763558736360934,2.197096405509391,3.916149118900554,1.2203619444112835e-11
2.308319465878199,3.677835224286617,1.9691707437267953,1.461193173766978e-10
1.9162354447025338,4.336512988332581,3.507068026740768,4.509073794126801e-11
3.757233714217759,4.491827671802916,3.989088243227842,7.078320321268032e-11
2.5482218501271077,4.59774550766253,2.4216685247044767,1.3333340563281234e-10
2.1595579929626063,4.325290802755315,1.0735975767571722,5.408581023410373e-10
2.365491991730304,1.7665316386629573,1.5957693781453597,1.0951884387463753e-10
1.589710446542136,1.619492503812801,4.330850859768216,9.160869910305209e-12
4.226754726846481,1.769709384412233,1.5044284701430026,2.2057288121912094e-10
2.5908797306699634,1.9989543194878543,2.0203243322004676,8.468259082269517e-11
1.274983876329347,1.6517872576477775,3.8333659873926904,9.56498814761039e-12
1.547938630159416,1.8260167573866313,2.785206204023962,2.431811970082323e-11
2.748348406233631,1.8237311114254608,4.5514618008678,1.6147934976668483e-11
1.0973743755438452,2.9800641522188647,1.6572313923244768,7.946947203490443e-11
1.3950266400509683,4.940475186895288,3.794816613035887,3.1941539160284795e-11
1.4451291063705822,2.7844678033070434,2.22072456125686,5.445599018245264e-11
4.762911786224428,4.295828487840348,3.255292641903792,1.288622176245812e-10
1.5048089593197118,3.729263271311931,3.3562326240839075,3.324960614376763e-11
2.5082864639117206,4.100873136383558,2.9982330140781652,7.636755865757209e-11
2.707600595769359,3.7112489587096857,2.5387825355645375,1.0404947370204318e-10
4.535610238587463,1.3859694353665146,1.093682999491759,3.5074594554448387e-10
3.4095374483860534,3.1454159733176046,2.90483349710287,8.482371067875039e-11
3.064490330593481,2.346011693795127,4.998751486636463,1.9202224267518624e-11
4.222802583319755,2.8369260517448693,4.695811712006703,3.6258818381045346e-11
3.9338223351079775,3.6494133628493612,3.4493508682006864,8.052843441992721e-11
2.585231885837039,2.149678924420729,1.8936061954748538,1.0343796625230594e-10
4.809335551707093,2.2378927424515727,3.1904705058029816,7.056690679124935e-11
4.537180201718947,3.515994086741236,4.659478519122092,4.9039466723995086e-11
2.696863750886352,1.27817004346314,1.7068984022346223,7.89620653300502e-11
4.5800187539079,4.457233691334825,3.769579062095037,9.588113143040133e-11
1.3082645663694854,2.5850217584248343,1.4130397772772865,1.1304131715142068e-10
2.645791546464559,4.566606009804622,1.1912410046878779,5.682456270488942e-10
3.7272217010077506,1.6076404409768665,4.456228463044181,2.0138422795330716e-11
4.76539896579823,3.2063758737049644,3.9098677063704548,6.670767047042364e-11
4.548938206967424,1.6144425868375945,3.783846667466319,3.423353808821431e-11
2.2193174925165886,3.2401578097145483,4.332871673030388,2.5563490192921074e-11
3.584441513735466,2.8844769679754783,3.1034944054261584,7.164284813296132e-11
1.511856823579191,2.88305455550061,4.671729420913243,1.332890169383803e-11
4.121347599072885,1.4206681253298066,4.388772234440614,2.0287661891313004e-11
2.9069955936553855,2.589871821672609,4.00949050605109,3.125578906533055e-11
4.510882803947412,3.4337748676901745,4.064816180733519,6.256590667366128e-11
2.2823201108064106,4.814479670385623,1.2025869405266785,5.070831155057025e-10
2.395913511073146,2.0584708710640722,3.0470633685081947,3.5451865452494796e-11
1.4500563985339405,4.422888182044371,3.8430658615124225,2.898153616121543e-11
3.4940318423644134,3.180219842368253,4.646925567192081,3.4343042831114954e-11
4.4209364803005995,1.7376496690889853,1.5240959825526832,2.207181578222954e-10
2.6973987262119508,1.2852506359664377,2.7979568791399814,2.955542057280911e-11
2.196108843025685,4.365999208281002,1.5000649132849997,2.8438298583318203e-10
2.0511749026452493,4.3889152009171175,2.1258712942987557,1.3294504360706581e-10
1.7375695566072267,1.236426423058143,2.3767831470464147,2.5381516099608805e-11
4.263925321111442,3.4233588735641294,1.9392766095512877,2.590411160617816e-10
3.974151831844035,1.0516077577298022,4.254391128680581,1.5410247363678715e-11
3.983913277391409,3.4618959925899633,1.4740206511160405,4.2364585177346567e-10
1.0045778827722578,2.651885753396121,3.3460577079466236,1.5880265946175286e-11
3.3202214148245486,4.966834309913994,3.429352038181623,9.358554672843714e-11
1.0233538337013686,2.6971019983954925,3.8620387382061514,1.2350261198257266e-11
3.2265739761373147,1.7754546656910022,1.5326487363835963,1.6276167612660048e-10
1.676529447312213,2.8563883804257855,4.81863274610942,1.3764707615925624e-11
2.673638530878575,3.0215434273376256,2.084344075845185,1.2410203690680755e-10
1.4094367432614425,1.199953171922076,3.9045078880648383,7.403950054451068e-12
2.8791691499724252,4.01539293280678,1.7665237511757264,2.4725351306524093e-10
4.655083307413587,1.6246342924977464,3.506955574279471,4.10401318347238e-11
2.3548373200725763,4.136265991113568,2.4145230464419347,1.1150461984302723e-10
4.0471383557774425,2.0163951412069387,4.7535590628013455,2.4103055862834833e-11
4.044988120479498,3.941355871317427,2.980896594445858,1.1974441891977218e-10
1.5588935968321032,1.3129144522773721,2.0813151577134414,3.153286345989253e-11
2.62717537758975,2.538432027741101,4.990657896783208,1.7870026850475234e-11
2.2410664818644985,4.608461238461034,3.952271214623583,4.412689841831786e-11
3.2184805202646127,4.626531320067094,4.597016627299364,4.702626042716618e-11
1.6168157966857284,3.8304699772783675,3.715371921922102,2.994292478400359e-11
3.4106859655597606,1.9571419905472247,4.191525821496517,2.5357473450558587e-11
3.3836409999015915,4.090764291044671,4.505138818021388,4.551542289149556e-11
3.890196617738692,1.532122534673317,2.679208923150962,5.541637233631319e-11
4.271651984820419,2.3916114927581793,2.2623310756110357,1.33217222624998e-10
1.1895539324732018,2.606609048211156,2.8792522216199785,2.4962427504569035e-11
2.377401725697978,3.2688331665835038,4.721808666340016,2.326294864014966e-11
4.878246923730306,3.077613232566949,2.4220897346990213,1.7079830804295934e-10
1.685631768036568,4.43877855587923,3.844217078345274,3.379065276845605e-11
4.671062083641361,1.0264756022265589,3.133124548394584,3.2598315182802824e-11
3.2362132412920803,2.3002917287758353,2.026318539390546,1.210015169081715e-10
2.835865163141441,2.4864894861988347,2.2606922649028762,9.20821626125379e-11
4.16822078386663,4.927240153521273,1.2901461954712272,8.234984675482207e-10
4.22165465132656,1.7574769342949441,4.0062740283185665,3.0851567631560465e-11
1.318381479508234,4.945186747486169,4.180405754260505,2.4898496260976634e-11
3.7931774757923007,3.06444510376513,3.9995917700113135,4.849644220407364e-11
2.8230697856072666,4.800656862853462,3.5354333702403684,7.236410040918974e-11
3.6382697804828137,4.9483465740769965,2.0499631664983298,2.859230021784851e-10
2.3687623533121136,1.0267043262776898,1.8116439438467955,4.945467970601933e-11
3.63756918186085,4.124103462114512,2.741455878269135,1.332184863531991e-10
1.8819475840712334,3.4676805996695754,2.8694164956472377,5.2898777203101467e-11
2.0515223812934016,2.9718422491517713,2.883640637239475,4.8933461677197555e-11
2.622076723623147,1.4881149625827619,3.9886758413084467,1.6368564555041137e-11
2.561403577198708,4.259149486372629,2.9010509165281,8.65120084626891e-11
4.211725085560213,3.191974774914663,3.51440257079236,7.26444855447295e-11
3.9159608185704595,4.072043470566427,2.6657431771432964,1.4976155234388798e-10
1.3622768935794074,2.393577563754468,1.6784867321935186,7.724373632129407e-11
2.864940526625075,1.6314200270419446,4.192095765560444,1.7750280156861048e-11
3.5287191693224265,4.320416982609722,2.122211059296982,2.2591851086413068e-10
3.441680888957101,2.0298053909008065,2.8363953834252906,5.795323244506642e-11
3.153788358685695,1.2993094929415596,1.7332502995826684,9.103508282862056e-11
1.8270461575728505,3.6918342602164205,4.548791134294241,2.175634442682207e-11
1.791718228869012,3.5063765048134354,2.69382461478553,5.777977258652726e-11
2.7188341389288686,3.9456666306667496,1.5401467037075052,3.0183189081592597e-10
1.4937501903581167,1.2819187856432386,4.4743502138629925,6.383586387105629e-12
2.715540102036399,1.810059974743027,3.804084859677859,2.2669137424462817e-11
4.452493629877694,4.6274931153757075,3.0739795963164265,1.4552356632091282e-10
3.7146139647992915,3.61731925860348,2.1002661546602295,2.033003200087988e-10
4.9029023625881845,1.4171076582997744,4.116016062750379,2.7370842790375557e-11
2.194964905720288,4.100063486140879,4.06740291486908,3.6305295305131515e-11
4.2169377164963695,3.653952132614256,1.4073946141311833,5.19175838757478e-10
3.609846059967636,1.090906806098611,1.1995053444618877,1.826661860098575e-10
4.9546525077828605,3.278906025269198,1.547784097717861,4.525927703856963e-10
4.784923376778349,1.591556989995798,2.0921086166317666,1.1612211248710115e-10
4.767942291871603,1.9963227625315398,4.52641950552498,3.100547208002476e-11
1.909464938494967,3.7893832901159406,4.834565020297713,2.0661013210639675e-11
3.2872247475539624,2.1349003997143123,4.390170205857046,2.4301355715317624e-11
2.870044431676873,1.318170589107447,1.0019008344317366,2.5153415415156535e-10
4.274979608469963,4.067584498544974,2.5041707357310132,1.8506698997428737e-10
3.7857115771220466,2.2120501712643748,2.4113580390343783,9.611812709913186e-11
1.458694257890342,1.0039274676230474,3.851227328023135,6.589530964977759e-12
1.0053242893684664,2.71137431370429,4.46916702822109,9.108118728416274e-12
4.357960568669741,1.694054767207235,2.8323535206059938,6.141889905942739e-11
3.858935188623744,4.536994606396523,2.228828864803011,2.352168896491294e-10
2.301978532846909,3.89537042211107,1.485696445900293,2.7112905791646053e-10
3.326447620697629,4.379386376157395,3.9442482154216947,6.249592194450539e-11
3.876879813421074,2.022053633428993,4.489331763004531,2.5959588778990147e-11
4.430994269512992,4.635613157552018,3.6449499068748654,1.0318378373195785e-10
3.1156747520439896,4.970694364918964,1.2215341191976488,6.926983828382326e-10
4.282152952752659,1.9757497161250268,1.1759323491178764,4.0833408253399047e-10
1.2936361478524527,1.6152773372038975,3.5456055296680633,1.1093398460939802e-11
3.5272213102802703,4.360543970900855,3.2074581533633815,9.97786409384581e-11
2.033834392937638,1.2761333482432944,4.275346682975609,9.476657251856896e-12
1.813228611374385,4.926410085580136,4.4969206520721166,2.94807737097327e-11
1.8778264347184357,1.1874637565557284,1.682503937601124,5.257143542619213e-11
2.4478847059134257,1.9891007915269912,2.0825662716737345,7.492664567785962e-11
3.816117461938143,3.627750749268234,1.7742657621155336,2.9349995072726366e-10
1.1740800581036082,3.6700704535396067,4.3912022952889895,1.491390683247645e-11
4.195728580399895,1.4173162345220573,4.674897020755536,1.8160017092838133e-11
3.7955278980203793,4.87547643646915,1.127040407369166,9.722914756926914e-10
3.256870768545055,2.862463103136275,3.235845556812912,5.942251867847382e-11
3.5440843925699603,3.736482950937929,4.78731863779721,3.856280293910211e-11
1.138110377606956,1.3115823593524176,1.2397424335047194,6.48191333083178e-11
1.7999519458920585,1.763418095921545,1.3786600468866408,1.114520410011479e-10
3.166016035144159,1.4032009513570993,3.693655945754455,2.1732330632360608e-11
4.625455193402962,2.5191163690018876,1.133363796554855,6.054109045940564e-10
4.139114204499782,3.16579121628403,1.3228549416619044,4.997484243211507e-10
2.269543941724723,1.7408161212256723,3.0884561785290296,2.7643613407040418e-11
1.2542989833966969,1.7086724304909837,3.3409143537446115,1.2814905263632365e-11
3.157676576777257,4.8300919592622975,4.3360388692914,5.414058122955909e-11
4.686651689183527,3.5408050525351893,1.6723478770447247,3.9600224705520023e-10
3.991053062899174,4.57685674925877,3.2578615027424846,1.1486184512370007e-10
2.482777401984891,4.671257564157925,4.875262768412823,3.256579940601649e-11
3.1511061583014857,2.649735083395009,2.5836204427999756,8.34822735925072e-11
4.213763159055592,4.680450508616243,2.9988042167256426,1.4636854502033428e-10
3.1234757554747357,3.565214290879592,4.911584381333403,3.0808230930641896e-11
3.6639328872420154,2.1261317949365317,1.3186893875963115,2.989777520585898e-10
4.40325556350199,1.7019336440395767,4.230112795959451,2.795109474922793e-11
1.6172305867732284,4.380592671748312,2.051879520813743,1.1230195257204261e-10
2.9362775530177463,1.452542142954465,4.573923975576489,1.3606115876783611e-11
4.167587942376735,1.8439794969116607,1.2748943160712662,3.1555763554606623e-10
1.6258642553200624,2.4641503587757914,2.343061030219255,4.870465686493597e-11
1.7374389616372632,4.161269650375029,4.200978514752191,2.7341396734728672e-11
4.727751145530329,4.259936392386787,4.663354674853171,6.180833301176583e-11
3.344843186417509,4.168876180403014,3.5777492560008257,7.270447795935555e-11
1.6016906629854026,2.0479785464209215,3.5319328279188453,1.7549525490435034e-11
2.581600789636029,2.1642007217444936,1.856993639746757,1.081314414842604e-10
1.446226098633963,3.7736121441341797,4.003083503954969,2.272952493203494e-11
2.750159838103047,4.872956092962827,2.806980643232211,1.1351618852001486e-10
4.554962083469695,4.724304998353856,4.026276019743226,8.859348935562898e-11
3.034175125304839,2.9753712151697282,1.264504260877981,3.768143287557053e-10
2.9654506083176706,3.9729568275585296,4.440913776950425,3.98699839401174e-11
2.455123090126015,2.2181442742263786,3.241368212015153,3.4593342456966685e-11
2.2504024423908455,2.271430436785751,4.269186481696597,1.871783362263991e-11
3.2713237945041804,3.6747012390279994,1.133035566934912,6.249491544459501e-10
4.120216385630952,3.957060346097881,1.8383466564152808,3.219764306355551e-10
1.2217104521142947,1.842563268989176,1.8509183013144277,4.3853312308111874e-11
2.4274913665412683,1.5417783046103963,1.6046862852221482,9.700308463329529e-11
4.230064532508665,1.210825473067497,3.2463869621847263,3.243502022887617e-11
1.2783657709156815,4.436102831047984,4.512054498045051,1.8590636855773683e-11
3.78110096539241,3.1140452533635,3.042203524602763,8.490883180154136e-11
2.7071004016107585,3.7348540270040056,4.033946686795336,4.146712154417104e-11
1.9073041804628255,4.0107854573836885,4.848336545463672,2.1719512710135302e-11
1.0301395335873766,3.9223641126330735,3.5239013278506266,2.1716142599532507e-11
2.903939489787724,2.349954037193952,1.4765621093171561,2.0889579297999264e-10
3.149057660335779,4.684302208125844,1.0056989761377424,9.733649530086788e-10
2.0146836437727766,2.6669561744958985,4.681078583723853,1.6365040264838446e-11
2.0641443871725533,3.5304015777291915,2.670306901390904,6.820685541621669e-11
3.1697323462164024,1.650325765284474,2.803317681596127,4.442565518846664e-11
1.1440296538771126,4.6880886024879445,2.210234824038669,7.327274479882693e-11
1.0309544956304801,1.3046519866007258,3.438893082085056,7.590721052548966e-12
1.7958881107396545,2.3606296728772596,2.1896313530239477,5.901349465377999e-11
3.1759245768992437,4.284310349190905,2.5203343249693617,1.4296212565559768e-10
2.8952279172539868,1.763791167656509,3.6767954283494593,2.521025215798393e-11
2.2966913816975287,2.4028721325349784,4.802151851023506,1.5971574286709872e-11
3.9945953638113734,3.757681703320949,1.9037606025331524,2.764103596227632e-10
3.649036965357259,4.1848979161591755,1.698403012574159,3.5331968187641377e-10
2.6710684556861417,3.404271720822265,4.821337270861436,2.610720694886162e-11
3.0546728760160673,3.976904405353726,3.4857316717670392,6.672800760987987e-11
2.265373977320547,4.062362270334391,2.4841447463325896,9.952930333991075e-11
3.9634546297284103,2.9061381620452793,3.969648613621644,4.878341734216414e-11
4.503074983913409,1.219244368213496,4.3107978412475925,1.9718361571404827e-11
3.544045296002345,3.7141705492782298,4.034193782557561,5.3980113927860246e-11
2.2234587097803744,2.7538986383667714,2.240857248101677,8.138321462315939e-11
1.4520378693594025,4.158361725610499,3.156878473164349,4.0436232297715486e-11
3.699367475674075,3.454871784657846,1.600207520142658,3.331140855100963e-10
2.6054601724863318,3.6798227928970366,1.8455820662483888,1.8785848836924654e-10
1.6357222496793802,4.3809869776963195,1.3163775030095732,2.7599856408618245e-10
1.4880750536351863,1.2800484583628422,4.490685147769142,6.303942393975796e-12
2.83640388649186,4.32810814536756,2.014754684610827,2.018403680579576e-10
1.6706691432563034,1.9458245005537833,2.9700168280042707,2.4595887679985042e-11
3.2897810283664404,1.5846265914308235,4.930257169455504,1.4313339977282434e-11
3.614650244543673,3.6591422585362556,2.6804211270263165,1.228643005996377e-10
2.803681460450676,2.1062112409193037,3.10431348122715,4.0896454303624635e-11
4.39516286484337,4.115813876662683,3.106846502521334,1.2507695742193115e-10
2.7518772584118616,1.7208917159391115,3.5804991210713863,2.4653674776621968e-11
4.476345001243969,3.632792504893249,1.5104214957338136,4.757228706679232e-10
4.748345594502105,3.0773349354411645,1.6699623497121387,3.4969540856224767e-10
4.247722763493844,3.849005326189806,1.3363399515268153,6.110221774128059e-10
2.327113728098001,4.5431770358841055,3.3288790160908976,6.367477922512063e-11
2.9947707044234266,4.324330461775768,3.4617343509452567,7.212422809255428e-11
3.2239694550528726,4.139318505482628,4.418369546405469,4.562279543504207e-11
1.334602390875998,4.782860152643639,2.683994128819278,5.913745907054835e-11
1.9912458085063705,1.0889102329954956,3.4178976612248224,1.2387539325361484e-11
3.9986077103622404,4.3642921477670775,4.652397356296031,5.3809036494710673e-11
2.926742968338954,4.020406596833109,2.7212709953556207,1.0604670459000254e-10
3.817075926935422,1.1733143318730672,3.208854003510585,2.9028958907794302e-11
4.059372349701892,3.3504625681773854,4.656755399325363,4.185843705512185e-11
3.7582009227071005,4.978411901122481,2.7101027264552457,1.7001432561232962e-10
4.719231953288777,4.424032897719701,2.11211817975854,3.1234851420402174e-10
4.110821851518445,4.40133631722171,1.8259470219868552,3.62178835945344e-10
4.209447336486779,3.0110015977908278,2.70201669020319,1.158633854657594e-10
2.6278053512693234,3.45885151740821,2.7922585932902684,7.780366255102642e-11
2.9097756403851625,3.748928439407829,2.5930847697667714,1.0827281492174841e-10
1.299096396166009,3.8421134845352833,1.7903253958838286,1.0392830023303105e-10
4.103666418382497,2.5045218859320157,1.8896077903563482,1.921054749376882e-10
1.7246504713371444,1.0047564633335861,4.426371228686369,5.9027234126704364e-12
2.516024006640307,2.7875071953191988,1.0769167494213199,4.036014489635304e-10
1.7249648640595794,2.5113623148275566,1.622952796553844,1.097650428962437e-10
4.484198547845574,3.2392333447222907,4.164152632907929,5.5906202197572524e-11
